marque,modele,marque_et_modele,boite_vitesse,couleur,critair,categorie,cylindree,kilometrage,nb_places,nb_portes,nb_vitesses,puissance_fiscale,puissance_physique,carburant,annee,nb_roues_motrices,prix
peugeot,3008,peugeot 3008,automatique,Rouge,niveau 1,suv-4x4,1598,38123,5,5,8,11,200,hybride rechargeable,2020,4 roues motrices,33980
peugeot,208,peugeot 208,automatique,Rouge,niveau 0,citadine,0,29046,5,5,0,4,,electrique,2020,2 roues motrices,21990
opel,mokka,opel mokka,manuelle,,niveau 1,suv-4x4,1199,13972,5,5,6,5,100,essence,2022,2 roues motrices,21590
peugeot,2008,peugeot 2008,manuelle,Vert,niveau 1,suv-4x4,1199,98602,5,5,5,4,82,essence,2017,2 roues motrices,10580
peugeot,208,peugeot 208,manuelle,Blanc,niveau 1,citadine,1199,10,5,5,6,5,102,essence,2021,2 roues motrices,20990
citroën,c3,citroën c3,manuelle,Sable,niveau 1,citadine,1199,15,5,5,5,4,83,essence,2023,2 roues motrices,16990
citroën,c3,citroën c3,manuelle,Sable,niveau 1,citadine,1199,15,5,5,5,4,83,essence,2023,2 roues motrices,16990
citroën,c5 x,citroën c5 x,automatique,Blanc,niveau 1,berline,1598,10,5,5,8,10,180,hybride rechargeable,2023,2 roues motrices,48900
citroën,berlingo,citroën berlingo,automatique,Gris,niveau 0,familiale,0,15,5,5,0,4,136,electrique,2023,2 roues motrices,38500
citroën,c5 x,citroën c5 x,automatique,Gris,niveau 1,berline,1199,8,5,5,8,7,131,essence,2023,2 roues motrices,31490
peugeot,208,peugeot 208,manuelle,Gris,niveau 1,citadine,0,14316,,5,0,5,,essence,2022,,18190
peugeot,108,peugeot 108,manuelle,Blanc,niveau 1,citadine,998,18643,4,5,5,4,72,essence,2022,2 roues motrices,13550
peugeot,5008,peugeot 5008,automatique,Gris,niveau 1,suv-4x4,1199,5,7,5,8,7,130,essence,2023,2 roues motrices,39990
peugeot,208,peugeot 208,manuelle,Noir,niveau 1,citadine,1199,10787,5,5,5,4,75,essence,2022,2 roues motrices,17590
opel,mokka,opel mokka,automatique,Blanc,niveau 0,suv-4x4,0,3457,5,5,1,4,136,electrique,2022,2 roues motrices,35490
peugeot,2008,peugeot 2008,manuelle,Noir,niveau 1,suv-4x4,1199,14581,5,5,6,5,100,essence,2022,2 roues motrices,22490
citroën,c5 aircross,citroën c5 aircross,automatique,Blanc,niveau 1,suv-4x4,1598,19228,5,5,8,10,181,hybride rechargeable,2021,2 roues motrices,32485
peugeot,5008,peugeot 5008,manuelle,Gris,niveau 1,suv-4x4,1199,10,7,5,6,7,130,essence,2022,2 roues motrices,31485
peugeot,2008,peugeot 2008,manuelle,Noir,niveau 1,suv-4x4,1199,20470,5,5,6,5,110,essence,2019,2 roues motrices,16490
peugeot,208,peugeot 208,automatique,Jaune,niveau 0,citadine,0,12504,5,5,1,4,136,electrique,2021,2 roues motrices,22790
peugeot,5008,peugeot 5008,automatique,Gris,niveau 2,suv-4x4,0,102000,,5,0,7,,diesel,2020,,21900
peugeot,208,peugeot 208,automatique,Blanc,niveau 0,citadine,0,19954,5,5,1,4,136,electrique,2021,2 roues motrices,21000
peugeot,208,peugeot 208,manuelle,Rouge,niveau 1,citadine,1199,21260,5,5,5,4,75,essence,2022,2 roues motrices,17990
peugeot,boxer,peugeot boxer,manuelle,Gris,niveau 2,utilitaire,2179,46490,3,4,6,7,120,diesel,2022,2 roues motrices,22890
peugeot,2008,peugeot 2008,manuelle,Blanc,niveau 1,suv-4x4,1199,10850,5,5,6,5,100,essence,2022,2 roues motrices,22490
peugeot,308,peugeot 308,manuelle,Rouge,niveau 1,berline,1199,12531,5,5,6,7,130,essence,2022,2 roues motrices,27490
peugeot,208,peugeot 208,manuelle,Gris,niveau 2,citadine,1499,3457,5,5,6,5,100,diesel,2022,2 roues motrices,20290
citroën,c4 cactus,citroën c4 cactus,manuelle,Noir,niveau 1,berline,1199,80679,5,5,5,5,110,essence,2016,2 roues motrices,11490
kia,cee'd,kia cee'd,manuelle,Bleu,niveau 1,berline,998,76952,5,5,6,6,120,essence,2019,2 roues motrices,14470
opel,corsa,opel corsa,automatique,Noir,niveau 0,citadine,0,33965,5,5,1,4,136,electrique,2021,2 roues motrices,19250
citroën,c4,citroën c4,manuelle,Gris,niveau 2,berline,1499,3552,5,5,6,6,110,diesel,2022,2 roues motrices,25990
renault,zoe,renault zoe,automatique,Blanc,niveau 0,citadine,0,14859,5,5,1,4,110,electrique,2021,2 roues motrices,20990
ds,ds 3,ds ds 3,automatique,Noir,niveau 1,citadine,1199,22295,5,5,8,7,130,essence,2022,2 roues motrices,26990
ds,ds 3,ds ds 3,automatique,Gris,niveau 1,citadine,1199,36940,5,5,8,7,130,essence,2022,2 roues motrices,25490
citroën,c5 aircross,citroën c5 aircross,automatique,Noir,niveau 1,suv-4x4,1199,3635,5,5,8,7,131,essence,2022,2 roues motrices,32490
citroën,c3,citroën c3,manuelle,Blanc,niveau 1,citadine,1199,13013,5,5,5,4,83,essence,2020,2 roues motrices,14289
peugeot,208,peugeot 208,manuelle,Gris,niveau 1,citadine,1199,19806,5,5,6,5,100,essence,2022,2 roues motrices,21689
renault,kadjar,renault kadjar,manuelle,Bleu,niveau 2,suv-4x4,1461,47004,5,5,6,6,115,diesel,2019,2 roues motrices,17670
peugeot,5008,peugeot 5008,automatique,Noir,niveau 2,suv-4x4,1499,2430,7,5,8,7,130,diesel,2022,2 roues motrices,42990
peugeot,expert,peugeot expert,automatique,Noir,niveau 2,utilitaire,1997,118688,3,4,8,7,179,diesel,2020,2 roues motrices,26980
citroën,berlingo,citroën berlingo,manuelle,Blanc,niveau 2,utilitaire,1499,71343,2,4,5,5,100,diesel,2019,2 roues motrices,17990
opel,corsa,opel corsa,manuelle,Gris,niveau 1,citadine,1199,21183,5,5,5,4,75,essence,2021,2 roues motrices,15990
citroën,c4 x,citroën c4 x,automatique,Gris,niveau 1,berline,1199,20446,5,4,8,7,131,essence,2022,2 roues motrices,23999
citroën,c3,citroën c3,manuelle,Gris,niveau 1,citadine,1199,4053,5,5,5,4,83,essence,2022,2 roues motrices,16990
citroën,c3,citroën c3,manuelle,Blanc,niveau 1,citadine,1199,31348,5,5,5,4,83,essence,2021,2 roues motrices,13489
ds,ds 7,ds ds 7,automatique,Gris,niveau 1,suv-4x4,1598,21000,5,5,8,10,181,essence,2022,2 roues motrices,40280
ds,ds 7,ds ds 7,automatique,Gris,niveau 1,suv-4x4,1598,6900,5,5,8,11,200,hybride rechargeable,2023,4 roues motrices,64890
ds,ds 4,ds ds 4,automatique,Noir,niveau 1,berline,1598,4400,5,5,8,10,181,essence,2023,,45790
peugeot,2008,peugeot 2008,automatique,Rouge,niveau 1,suv-4x4,,54076,5,5,6,6,110,essence,2019,,17490
peugeot,2008,peugeot 2008,manuelle,Gris,niveau 1,suv-4x4,,24767,5,5,6,6,100,essence,2020,,18990
peugeot,408,peugeot 408,automatique,Bleu,niveau 0,berline,,4325,5,5,0,10,225,hybride rechargeable,2022,,48990
peugeot,2008,peugeot 2008,manuelle,Noir,niveau 2,suv-4x4,1499,66500,5,5,6,5,102,diesel,2020,2 roues motrices,21990
peugeot,308,peugeot 308,manuelle,Gris,niveau 1,berline,1199,67031,5,5,6,6,110,essence,2018,2 roues motrices,13690
peugeot,2008,peugeot 2008,manuelle,Orange,niveau 1,suv-4x4,1199,22204,5,5,6,5,102,essence,2022,2 roues motrices,18980
peugeot,2008,peugeot 2008,manuelle,Orange,niveau 1,suv-4x4,1199,17839,5,5,6,7,131,essence,2022,2 roues motrices,20980
peugeot,5008,peugeot 5008,automatique,Blanc,niveau 2,suv-4x4,1499,10,7,5,8,7,131,diesel,2023,2 roues motrices,43990
peugeot,208,peugeot 208,manuelle,Jaune,niveau 1,citadine,1199,14287,5,5,6,5,102,essence,2022,2 roues motrices,17780
peugeot,2008,peugeot 2008,automatique,Orange,niveau 1,suv-4x4,1199,34821,5,5,8,7,131,essence,2020,2 roues motrices,24980
citroën,c1,citroën c1,manuelle,Blanc,niveau 1,citadine,998,19630,4,3,5,4,72,essence,2021,2 roues motrices,11180
audi,q3,audi q3,automatique,Bleu,niveau 2,suv-4x4,1968,20900,5,5,7,8,150,diesel,2021,2 roues motrices,38864
bmw,x2,bmw x2,automatique,Noir,niveau 1,suv-4x4,1499,57469,5,5,6,6,125,hybride rechargeable,2021,4 roues motrices,36988
hyundai,santa fe,hyundai santa fe,automatique,Gris,niveau 1,suv-4x4,1598,46200,7,5,6,10,180,hybride,2021,2 roues motrices,35980
citroën,c5 aircross,citroën c5 aircross,automatique,Bleu,niveau 1,suv-4x4,1598,5000,5,5,8,10,181,hybride rechargeable,2023,2 roues motrices,43945
citroën,c4,citroën c4,automatique,Blanc,niveau 0,berline,0,1000,5,5,0,4,136,electrique,2023,2 roues motrices,42480
citroën,c5 aircross,citroën c5 aircross,automatique,Gris,niveau 1,suv-4x4,1199,17232,5,5,8,7,131,essence,2021,2 roues motrices,30200
peugeot,3008,peugeot 3008,automatique,Gris,niveau 1,suv-4x4,1598,4001,5,5,8,10,180,hybride rechargeable,2023,2 roues motrices,48550
peugeot,expert,peugeot expert,automatique,Blanc,niveau 2,utilitaire,1997,5,3,4,8,7,179,diesel,2023,2 roues motrices,34990
peugeot,3008,peugeot 3008,manuelle,Rouge,niveau 1,suv-4x4,1199,73785,5,5,6,7,130,essence,2021,2 roues motrices,23990
citroën,c5 aircross,citroën c5 aircross,automatique,Gris,niveau 1,suv-4x4,1199,17232,5,5,8,7,131,essence,2021,2 roues motrices,30200
citroën,c1,citroën c1,manuelle,Sable,niveau 1,citadine,998,10355,4,5,5,4,72,essence,2021,2 roues motrices,11990
peugeot,208,peugeot 208,automatique,Rouge,niveau 0,citadine,0,25173,5,5,1,2,136,electrique,2020,2 roues motrices,20490
peugeot,3008,peugeot 3008,automatique,Gris,niveau 1,suv-4x4,1598,4001,5,5,8,10,180,hybride rechargeable,2023,2 roues motrices,48550
citroën,c5 aircross,citroën c5 aircross,manuelle,Gris,niveau 2,suv-4x4,1499,164219,5,5,6,6,131,diesel,2019,2 roues motrices,14290
citroën,c3,citroën c3,manuelle,Bleu,niveau 1,citadine,1199,14987,5,5,5,4,83,essence,2022,2 roues motrices,17590
citroën,c3 aircross,citroën c3 aircross,manuelle,Gris,niveau 1,suv-4x4,1199,23309,5,5,6,6,110,essence,2022,2 roues motrices,22290
citroën,c3,citroën c3,manuelle,Gris,niveau 1,citadine,1199,20878,5,5,5,4,83,essence,2022,2 roues motrices,18290
opel,corsa,opel corsa,manuelle,Noir,niveau 1,citadine,1199,17017,5,5,6,5,100,essence,2020,2 roues motrices,17490
opel,corsa,opel corsa,manuelle,Blanc,niveau 1,citadine,1199,46131,5,5,6,,100,essence,2020,2 roues motrices,14990
opel,mokka,opel mokka,manuelle,Blanc,niveau 1,suv-4x4,1199,9056,5,5,6,5,100,essence,2021,2 roues motrices,22490
opel,crossland,opel crossland,manuelle,Blanc,niveau 1,suv-4x4,1199,22514,5,5,6,6,110,essence,2021,2 roues motrices,18990
peugeot,5008,peugeot 5008,automatique,Noir,niveau 1,suv-4x4,1199,50000,7,5,8,6,130,essence,2019,2 roues motrices,28990
peugeot,5008,peugeot 5008,automatique,Gris,niveau 1,suv-4x4,1199,5589,7,5,8,7,130,essence,2022,2 roues motrices,32990
citroën,c3,citroën c3,manuelle,Blanc,niveau 1,citadine,1199,10998,5,5,5,4,83,essence,2022,2 roues motrices,14980
citroën,c3,citroën c3,manuelle,Blanc,niveau 1,citadine,1199,7044,5,5,5,4,83,essence,2021,2 roues motrices,14980
citroën,c3,citroën c3,manuelle,Blanc,niveau 1,citadine,1199,21907,5,5,5,4,83,essence,2022,2 roues motrices,14480
citroën,c4,citroën c4,manuelle,Gris,niveau 1,berline,1199,22737,5,5,6,7,131,essence,2021,2 roues motrices,21390
citroën,c3,citroën c3,manuelle,Blanc,niveau 1,citadine,1199,19736,5,5,5,4,83,essence,2021,2 roues motrices,14189
peugeot,2008,peugeot 2008,automatique,Gris,niveau 1,suv-4x4,1199,2575,5,5,8,7,130,essence,2021,2 roues motrices,26890
opel,grandland,opel grandland,automatique,Gris,niveau 2,suv-4x4,1499,17553,5,5,8,7,130,diesel,2023,2 roues motrices,38990
citroën,c5 aircross,citroën c5 aircross,automatique,Gris,niveau 1,suv-4x4,1199,17232,5,5,8,7,131,essence,2021,2 roues motrices,30200
peugeot,208,peugeot 208,automatique,Jaune,niveau 0,citadine,0,31902,5,5,1,4,136,electrique,2020,2 roues motrices,21990
citroën,c5 aircross,citroën c5 aircross,automatique,Gris,niveau 1,suv-4x4,1199,17232,5,5,8,7,131,essence,2021,2 roues motrices,30200
peugeot,3008,peugeot 3008,automatique,Gris,niveau 1,suv-4x4,1598,4001,5,5,8,10,180,hybride rechargeable,2023,2 roues motrices,48550
peugeot,3008,peugeot 3008,automatique,Gris,niveau 1,suv-4x4,1598,4001,5,5,8,10,180,hybride rechargeable,2023,2 roues motrices,48550
citroën,c3,citroën c3,manuelle,Gris,niveau 1,citadine,1199,2886,5,5,5,4,83,essence,2022,2 roues motrices,16890
peugeot,208,peugeot 208,automatique,Jaune,niveau 1,citadine,1199,36533,5,5,8,5,100,essence,2020,2 roues motrices,20390
ds,ds 7,ds ds 7,automatique,Blanc,niveau 2,suv-4x4,1499,41742,5,5,8,7,130,diesel,2021,2 roues motrices,31280
citroën,c3,citroën c3,manuelle,Noir,niveau 1,citadine,1199,1380,5,5,6,6,110,essence,2022,2 roues motrices,17990
citroën,c3 aircross,citroën c3 aircross,manuelle,Sable,niveau 2,suv-4x4,1499,50957,5,5,6,5,102,diesel,2019,2 roues motrices,15490
citroën,c4 cactus,citroën c4 cactus,manuelle,Gris,niveau 1,berline,1199,57020,5,5,5,4,82,essence,2015,2 roues motrices,10970
ds,ds 7,ds ds 7,automatique,Noir,niveau 1,suv-4x4,1598,57000,5,5,8,11,200,hybride rechargeable,2021,4 roues motrices,44980
ds,ds 7,ds ds 7,automatique,Noir,niveau 1,suv-4x4,1598,56550,5,5,8,10,181,essence,2018,2 roues motrices,29979
lexus,nx,lexus nx,automatique,Blanc,niveau 0,suv-4x4,,48180,5,5,1,8,155,hybride,2020,,33990
citroën,c3 aircross,citroën c3 aircross,manuelle,Noir,niveau 1,suv-4x4,1199,5,5,5,6,6,110,essence,2023,2 roues motrices,23400
citroën,c3 aircross,citroën c3 aircross,manuelle,Noir,niveau 1,suv-4x4,1199,5,5,5,6,6,110,essence,2023,2 roues motrices,23400
citroën,c3 aircross,citroën c3 aircross,manuelle,Noir,niveau 1,suv-4x4,1199,5,5,5,6,6,110,essence,2023,2 roues motrices,23400
citroën,c3 aircross,citroën c3 aircross,manuelle,Noir,niveau 1,suv-4x4,1199,5,5,5,6,6,110,essence,2023,2 roues motrices,23400
fiat,500x,fiat 500x,automatique,Bleu,niveau 2,suv-4x4,1598,58471,5,5,6,6,120,diesel,2018,2 roues motrices,17490
peugeot,408,peugeot 408,automatique,Bleu,niveau 1,berline,1598,4833,5,5,8,10,180,hybride rechargeable,2022,2 roues motrices,53990
ds,ds 4,ds ds 4,automatique,Or,niveau 2,berline,1499,35891,5,5,8,7,131,diesel,2022,,29988
peugeot,3008,peugeot 3008,automatique,Noir,niveau 1,suv-4x4,1598,77215,5,5,8,9,200,hybride rechargeable,2020,4 roues motrices,27480
peugeot,2008,peugeot 2008,manuelle,Gris,niveau 1,suv-4x4,1199,69020,5,5,6,7,128,essence,2019,2 roues motrices,15580
peugeot,108,peugeot 108,manuelle,Rouge,niveau 1,citadine,998,20580,4,5,5,4,72,essence,2020,2 roues motrices,11379
citroën,c4 grand spacetourer,citroën c4 grand spacetourer,manuelle,Sable,niveau 2,monospace,1499,27018,7,5,6,7,131,diesel,2022,2 roues motrices,27990
citroën,c3,citroën c3,manuelle,Gris,niveau 1,citadine,1199,36699,5,5,5,4,83,essence,2020,2 roues motrices,13490
citroën,c3,citroën c3,manuelle,Blanc,niveau 1,citadine,1199,39437,5,5,5,4,83,essence,2020,2 roues motrices,12990
peugeot,3008,peugeot 3008,automatique,Gris,niveau 1,suv-4x4,1598,118801,5,5,6,9,155,essence,2015,2 roues motrices,11970
peugeot,108,peugeot 108,manuelle,Bleu,niveau 1,citadine,998,37281,4,5,5,4,72,essence,2018,2 roues motrices,10280
peugeot,3008,peugeot 3008,automatique,Bleu,niveau 1,suv-4x4,1199,3886,5,5,8,7,130,essence,2023,2 roues motrices,35450
peugeot,3008,peugeot 3008,automatique,Bleu,niveau 1,suv-4x4,1598,59084,5,5,8,10,180,hybride rechargeable,2022,2 roues motrices,33162
peugeot,3008,peugeot 3008,automatique,Bleu,niveau 1,suv-4x4,1199,3886,5,5,8,7,130,essence,2023,2 roues motrices,35450
peugeot,3008,peugeot 3008,automatique,Bleu,niveau 1,suv-4x4,1598,59084,5,5,8,10,180,hybride rechargeable,2022,2 roues motrices,33162
peugeot,2008,peugeot 2008,automatique,Noir,niveau 1,suv-4x4,1199,31856,5,5,8,7,130,essence,2021,2 roues motrices,23890
peugeot,expert,peugeot expert,manuelle,Blanc,niveau 2,utilitaire,1997,45507,3,4,6,7,120,diesel,2021,2 roues motrices,24990
peugeot,208,peugeot 208,automatique,Rouge,niveau 1,citadine,1199,19490,5,5,8,5,100,essence,2023,2 roues motrices,21689
peugeot,2008,peugeot 2008,automatique,Rouge,niveau 1,suv-4x4,1199,19473,5,5,8,7,130,essence,2022,2 roues motrices,26789
peugeot,208,peugeot 208,automatique,Bleu,niveau 0,citadine,0,20326,5,5,1,4,136,electrique,2020,2 roues motrices,20490
peugeot,3008,peugeot 3008,automatique,Gris,niveau 1,suv-4x4,1199,45047,5,5,8,7,130,essence,2019,2 roues motrices,25900
peugeot,308,peugeot 308,manuelle,Bleu,niveau 2,berline,1499,28300,5,5,6,7,130,diesel,2020,2 roues motrices,19789
renault,captur,renault captur,manuelle,Rouge,niveau 1,suv-4x4,898,46003,5,5,5,5,90,essence,2019,2 roues motrices,13580
citroën,c4,citroën c4,automatique,Gris,niveau 2,berline,1499,105192,5,5,8,6,130,diesel,2020,2 roues motrices,14990
peugeot,208,peugeot 208,manuelle,Rouge,niveau 1,citadine,1199,48439,5,5,6,5,100,essence,2020,2 roues motrices,17290
peugeot,208,peugeot 208,manuelle,Gris,niveau 1,citadine,1199,36435,5,5,6,5,100,essence,2020,2 roues motrices,17790
peugeot,3008,peugeot 3008,automatique,Bleu,niveau 1,suv-4x4,1199,3886,5,5,8,7,130,essence,2023,2 roues motrices,35450
peugeot,3008,peugeot 3008,automatique,Bleu,niveau 1,suv-4x4,1598,59084,5,5,8,10,180,hybride rechargeable,2022,2 roues motrices,33162
peugeot,308,peugeot 308,manuelle,Blanc,niveau 1,berline,1199,129882,5,5,5,5,110,essence,2017,2 roues motrices,11890
peugeot,208,peugeot 208,manuelle,Gris,niveau 1,citadine,1199,23085,5,5,5,4,75,essence,2022,2 roues motrices,14790
peugeot,2008,peugeot 2008,automatique,Gris,niveau 1,suv-4x4,1199,9036,5,5,8,7,130,essence,2022,2 roues motrices,26490
peugeot,508,peugeot 508,automatique,Gris,niveau 1,berline,1598,28413,5,5,8,10,180,hybride rechargeable,2021,2 roues motrices,32890
peugeot,2008,peugeot 2008,manuelle,Gris,niveau 1,suv-4x4,1199,33962,5,5,6,5,100,essence,2020,2 roues motrices,20290
citroën,c5 aircross,citroën c5 aircross,automatique,Blanc,niveau 2,suv-4x4,1499,137218,5,5,8,7,131,diesel,2020,2 roues motrices,20790
peugeot,3008,peugeot 3008,automatique,Bleu,niveau 1,suv-4x4,1199,3886,5,5,8,7,130,essence,2023,2 roues motrices,35450
peugeot,3008,peugeot 3008,automatique,Bleu,niveau 1,suv-4x4,1598,59084,5,5,8,10,180,hybride rechargeable,2022,2 roues motrices,33162
peugeot,208,peugeot 208,automatique,Jaune,niveau 1,citadine,1199,8722,5,5,8,7,130,essence,2021,2 roues motrices,22990
peugeot,308,peugeot 308,automatique,Bleu,niveau 2,berline,1499,26551,5,5,8,7,130,diesel,2022,2 roues motrices,30290
peugeot,2008,peugeot 2008,manuelle,Gris,niveau 1,suv-4x4,1199,38196,5,5,5,4,82,essence,2018,2 roues motrices,13690
ford,ecosport,ford ecosport,manuelle,Bleu,niveau 1,suv-4x4,998,35000,5,5,6,5,100,essence,2019,2 roues motrices,15690
peugeot,3008,peugeot 3008,automatique,Bleu,niveau 2,suv-4x4,1499,110995,5,5,8,7,130,diesel,2021,2 roues motrices,23490
peugeot,5008,peugeot 5008,automatique,Gris,niveau 1,suv-4x4,1199,65135,7,5,6,7,130,essence,2017,2 roues motrices,22970
peugeot,208,peugeot 208,automatique,Blanc,niveau 0,citadine,0,3775,5,5,1,4,136,electrique,2022,2 roues motrices,24990
peugeot,508,peugeot 508,automatique,Gris,niveau 2,berline,1499,19620,5,5,8,7,130,diesel,2022,2 roues motrices,38485
ds,ds 7,ds ds 7,automatique,Blanc,niveau 1,suv-4x4,1598,54102,5,5,8,10,180,hybride rechargeable,2021,2 roues motrices,41890
peugeot,208,peugeot 208,automatique,Bleu,niveau 0,citadine,136,39625,5,5,1,4,136,electrique,2020,,23900
ds,ds 3,ds ds 3,automatique,Gris,niveau 1,citadine,1199,19636,5,5,8,7,131,essence,2022,2 roues motrices,32980
citroën,c5 aircross,citroën c5 aircross,automatique,Gris,niveau 1,suv-4x4,1598,9522,5,5,8,10,181,hybride rechargeable,2022,2 roues motrices,36979
peugeot,108,peugeot 108,manuelle,Rouge,niveau 1,citadine,998,41790,4,3,5,4,72,essence,2018,2 roues motrices,8290
citroën,c4 x,citroën c4 x,automatique,Blanc,niveau 0,berline,0,5500,5,4,0,4,,electrique,2023,2 roues motrices,36979
peugeot,408,peugeot 408,automatique,Gris,niveau 1,berline,1598,2658,5,5,8,10,180,hybride rechargeable,2022,2 roues motrices,47990
peugeot,108,peugeot 108,manuelle,Bleu,niveau 1,citadine,998,43090,4,5,5,4,72,essence,2019,2 roues motrices,11490
kia,rio,kia rio,manuelle,Gris,niveau 1,citadine,100,65625,5,5,5,5,100,essence,2019,,11990
kia,stonic,kia stonic,manuelle,Blanc,niveau 2,suv-4x4,115,108221,5,5,6,6,115,diesel,2020,,14990
peugeot,2008,peugeot 2008,automatique,Noir,niveau 1,suv-4x4,1199,5,5,5,8,7,131,essence,2023,2 roues motrices,28470
peugeot,308,peugeot 308,manuelle,Gris,niveau 1,berline,1199,23481,5,5,6,6,110,essence,2022,2 roues motrices,24990
opel,crossland,opel crossland,automatique,Gris,niveau 1,suv-4x4,1199,1636,5,5,6,7,130,essence,2022,2 roues motrices,25990
opel,grandland,opel grandland,automatique,Gris,niveau 2,suv-4x4,1499,21795,5,5,8,7,130,diesel,2022,2 roues motrices,33990
peugeot,308,peugeot 308,manuelle,Blanc,niveau 1,berline,1199,87855,5,5,6,6,110,essence,2018,2 roues motrices,14990
peugeot,208,peugeot 208,automatique,Blanc,niveau 0,citadine,0,11683,5,5,1,4,136,electrique,2021,2 roues motrices,21500
peugeot,308,peugeot 308,automatique,,niveau 2,berline,1499,16891,5,5,8,7,130,diesel,2023,2 roues motrices,31490
peugeot,208,peugeot 208,manuelle,Noir,niveau 1,citadine,1199,36800,5,5,5,4,82,essence,2019,2 roues motrices,12280
peugeot,208,peugeot 208,manuelle,Jaune,niveau 2,citadine,1499,44920,5,5,6,5,100,diesel,2022,2 roues motrices,16990
peugeot,3008,peugeot 3008,automatique,Gris,niveau 2,suv-4x4,1499,24000,5,5,8,7,131,diesel,2022,2 roues motrices,32980
peugeot,2008,peugeot 2008,manuelle,Gris,niveau 1,suv-4x4,1199,57383,5,5,5,5,110,essence,2018,2 roues motrices,15900
peugeot,2008,peugeot 2008,automatique,Noir,niveau 2,suv-4x4,1499,10,5,5,8,7,131,diesel,2023,2 roues motrices,29990
renault,captur,renault captur,automatique,Gris,niveau 1,suv-4x4,1330,8729,5,5,6,8,150,essence,2019,2 roues motrices,18200
citroën,c5 aircross,citroën c5 aircross,manuelle,Noir,niveau 1,suv-4x4,1199,32800,5,5,6,7,131,essence,2020,2 roues motrices,22980
citroën,c3,citroën c3,manuelle,Blanc,niveau 1,citadine,1199,20200,5,5,5,4,83,essence,2020,2 roues motrices,13837
renault,megane,renault megane,automatique,Blanc,niveau 1,berline,1332,107507,5,5,7,7,140,essence,2019,2 roues motrices,13990
citroën,c3 aircross,citroën c3 aircross,automatique,Blanc,niveau 1,suv-4x4,1199,49332,5,5,6,7,131,essence,2021,2 roues motrices,19290
citroën,c3 aircross,citroën c3 aircross,automatique,Gris,niveau 1,suv-4x4,1199,14540,5,5,6,7,131,essence,2021,2 roues motrices,20490
peugeot,3008,peugeot 3008,automatique,Brun,niveau 1,suv-4x4,1199,118171,5,5,6,7,130,essence,2017,2 roues motrices,17990
peugeot,208,peugeot 208,automatique,Gris,niveau 0,citadine,0,13163,5,5,1,4,156,electrique,2022,2 roues motrices,37086
ds,ds 7,ds ds 7,automatique,Blanc,niveau 1,suv-4x4,1598,41410,5,5,8,11,200,hybride rechargeable,2020,4 roues motrices,42590
peugeot,208,peugeot 208,automatique,Gris,niveau 0,citadine,0,65701,5,5,1,4,136,electrique,2020,2 roues motrices,17789
citroën,jumper,citroën jumper,manuelle,Blanc,niveau 2,utilitaire,2179,9,3,4,6,7,120,diesel,2023,2 roues motrices,33900
peugeot,2008,peugeot 2008,automatique,Blanc,niveau 1,suv-4x4,1199,54401,5,5,8,7,130,essence,2021,2 roues motrices,23990
ds,ds 7,ds ds 7,automatique,Gris,niveau 1,suv-4x4,1598,32700,5,5,8,10,180,essence,2020,2 roues motrices,34490
citroën,c5 aircross,citroën c5 aircross,automatique,Noir,niveau 2,suv-4x4,1499,128042,5,5,8,6,131,diesel,2020,2 roues motrices,19490
citroën,c4,citroën c4,automatique,Gris,niveau 1,berline,1199,29819,7,5,8,7,130,essence,2021,2 roues motrices,25490
peugeot,2008,peugeot 2008,manuelle,Gris,niveau 1,suv-4x4,1199,1,5,5,6,5,100,essence,2023,2 roues motrices,20990
peugeot,3008,peugeot 3008,automatique,Rouge,niveau 1,suv-4x4,1199,67634,5,5,6,7,130,essence,2017,2 roues motrices,22090
peugeot,208,peugeot 208,automatique,Gris,niveau 0,citadine,0,13163,5,5,1,4,156,electrique,2022,2 roues motrices,37086
ds,ds 9,ds ds 9,automatique,Sable,niveau 1,berline,1598,35341,5,4,8,10,180,hybride rechargeable,2021,2 roues motrices,37950
peugeot,5008,peugeot 5008,automatique,,niveau 1,suv-4x4,1199,7825,7,5,8,7,130,essence,2023,2 roues motrices,38490
peugeot,208,peugeot 208,automatique,Gris,niveau 0,citadine,0,13163,5,5,1,4,156,electrique,2022,2 roues motrices,37086
peugeot,208,peugeot 208,automatique,Gris,niveau 0,citadine,0,13163,5,5,1,4,156,electrique,2022,2 roues motrices,37086
peugeot,208,peugeot 208,automatique,Gris,niveau 0,citadine,0,13163,5,5,1,4,156,electrique,2022,2 roues motrices,37086
peugeot,208,peugeot 208,manuelle,Gris,niveau 1,citadine,1199,100,5,5,6,5,100,essence,2022,2 roues motrices,20290
peugeot,508,peugeot 508,automatique,Rouge,niveau 1,berline,1598,99277,5,5,8,10,180,essence,2018,2 roues motrices,21990
bmw,serie 2,bmw serie 2,automatique,Bleu,niveau 2,coupé-cabriolet,1995,61833,4,2,8,10,190,diesel,2017,2 roues motrices,21970
peugeot,partner,peugeot partner,manuelle,Blanc,niveau 2,utilitaire,1499,125051,2,4,5,5,100,diesel,2019,2 roues motrices,12970
peugeot,308,peugeot 308,manuelle,Bleu,niveau 1,berline,1199,68403,5,5,6,6,130,essence,2017,2 roues motrices,14770
citroën,c3,citroën c3,manuelle,Gris,niveau 1,citadine,83,9,5,5,5,4,83,essence,2023,,15980
